shift_years,is_observed_timing,cell,index_definition,lag_months,weighting,estimate,naive_standard_error,naive_t,observations
36,False,roni:lag0:uniform,roni,0,uniform,-9.587881431176286e-06,0.0018908347773679498,-0.005070713499633563,17992
36,False,roni:lag3:exposure,roni,3,exposure,0.024063080012389663,0.03488602827298524,0.6897626701467601,18013
36,False,roni:lag3:uniform,roni,3,uniform,0.0011667489783154532,0.0018893631771217984,0.6175355762425968,18013
36,False,roni:lag6:exposure,roni,6,exposure,-0.005357875932962165,0.03479679335545166,-0.15397614022163164,18013
36,False,roni:lag6:uniform,roni,6,uniform,0.0008772662657694324,0.00188509270119512,0.4653703582923317,18013
36,False,roni:lag9:exposure,roni,9,exposure,-0.009794350607695684,0.03458087647402377,-0.2832302592171988,18013
36,False,roni:lag9:uniform,roni,9,uniform,0.002446775697912511,0.0018732911455575775,1.306137438227328,18013
36,False,roni:lag12:exposure,roni,12,exposure,0.002178164203019722,0.03446272145648951,0.06320348802893401,18013
36,False,roni:lag12:uniform,roni,12,uniform,0.005158074074897351,0.0018665758405777143,2.763388426425203,18013
36,False,oni:lag0:exposure,oni,0,exposure,0.05654233252940814,0.035057457467019305,1.6128474970725122,17992
36,False,oni:lag0:uniform,oni,0,uniform,-0.0003967186261641454,0.0018986899419029763,-0.2089433442547924,17992
36,False,oni:lag3:exposure,oni,3,exposure,0.012288003494710561,0.035016365685531445,0.3509217262883421,18013
36,False,oni:lag3:uniform,oni,3,uniform,0.0008808023898594509,0.0018967113877329362,0.4643839835391293,18013
36,False,oni:lag6:exposure,oni,6,exposure,-0.01954913424915997,0.03493451032892453,-0.5595937674550424,18013
36,False,oni:lag6:uniform,oni,6,uniform,0.0005622310546265113,0.0018928520675616698,0.29702852339156377,18013
36,False,oni:lag9:exposure,oni,9,exposure,-0.02941897398278482,0.034719880452444736,-0.8473235967237709,18013
36,False,oni:lag9:uniform,oni,9,uniform,0.0015390118431963516,0.0018810760417053828,0.8181550394959494,18013
36,False,oni:lag12:exposure,oni,12,exposure,-0.019699519909280417,0.03458407678551146,-0.5696124268823411,18013
36,False,oni:lag12:uniform,oni,12,uniform,0.004161556647787204,0.0018734176537885802,2.2213715341965314,18013
37,False,roni:lag0:exposure,roni,0,exposure,0.0028611733521018688,0.034476732268285945,0.08298853063675561,17992
37,False,roni:lag0:uniform,roni,0,uniform,0.005110055759095243,0.0018673335145962188,2.7365522651159675,17992
37,False,roni:lag3:exposure,roni,3,exposure,0.0014568280953356474,0.034412174157668333,0.04233467169673181,18013
37,False,roni:lag3:uniform,roni,3,uniform,0.001391194723111694,0.0018639441054626603,0.7463714813306472,18013
37,False,roni:lag6:exposure,roni,6,exposure,-0.04268221746781013,0.034417885770030535,-1.2401173550577527,18013
37,False,roni:lag6:uniform,roni,6,uniform,0.0007847027631153432,0.0018641009582378034,0.4209550773779704,18013
37,False,roni:lag9:exposure,roni,9,exposure,-0.0586518402160499,0.034504343128673065,-1.6998393505804865,18013
37,False,roni:lag9:uniform,roni,9,uniform,-0.00015892515277983363,0.0018676595242805663,-0.08509321464309859,18013
37,False,roni:lag12:exposure,roni,12,exposure,-0.028944953103185116,0.034641858964179206,-0.835548494470667,18013
37,False,roni:lag12:uniform,roni,12,uniform,-0.0004413599693752561,0.00187405871786365,-0.23551021383064685,18013
37,False,oni:lag0:exposure,oni,0,exposure,-0.01905760715907987,0.03459780288545587,-0.550832872890066,17992
37,False,oni:lag0:uniform,oni,0,uniform,0.0041145982410858385,0.0018741659528586881,2.1954289772524103,17992
37,False,oni:lag3:exposure,oni,3,exposure,-0.009102090729089334,0.03451635428601627,-0.2637037113962205,18013
37,False,oni:lag3:uniform,oni,3,uniform,0.0008470977566486552,0.0018698618233184436,0.4530269274899206,18013
37,False,oni:lag6:exposure,oni,6,exposure,-0.05137195014796256,0.03452315892556917,-1.4880431497800897,18013
37,False,oni:lag6:uniform,oni,6,uniform,-0.00025292451271229403,0.0018702049262083933,-0.1352389297920773,18013
37,False,oni:lag9:exposure,oni,9,exposure,-0.0638821855785195,0.034613981552636876,-1.8455601671068953,18013
37,False,oni:lag9:uniform,oni,9,uniform,-0.0012264124925621927,0.0018743329400465268,-0.6543194468597182,18013
37,False,oni:lag12:exposure,oni,12,exposure,-0.03819870064977992,0.034747968080606755,-1.0993074634225608,18013
37,False,oni:lag12:uniform,oni,12,uniform,-0.001079360317923399,0.001880825070609923,-0.5738759732575124,18013
38,False,roni:lag0:exposure,roni,0,exposure,-0.02650797911113926,0.03471456427250707,-0.7635982091854401,17992
38,False,roni:lag0:uniform,roni,0,uniform,-0.000628625695415877,0.001878018435381774,-0.33472818134934146,17992
38,False,roni:lag3:exposure,roni,3,exposure,-0.009605390504251883,0.034821236572523485,-0.275848632895227,18013
38,False,roni:lag3:uniform,roni,3,uniform,-0.0010490593236391255,0.001883576176732912,-0.5569508345867555,18013
38,False,roni:lag6:exposure,roni,6,exposure,-0.012958281870562373,0.03485013626614467,-0.37182872892094704,18013
38,False,roni:lag6:uniform,roni,6,uniform,0.0005859197247241067,0.0018852820808609905,0.3107862375992683,18013
38,False,roni:lag9:exposure,roni,9,exposure,-0.04166129982540152,0.0344131954012167,-1.2106199188910123,18013
38,False,roni:lag9:uniform,roni,9,uniform,0.0006735020673948826,0.0018615550385509393,0.3617954094546386,18013
38,False,roni:lag12:exposure,roni,12,exposure,-0.04050298888464589,0.034066240055490075,-1.188948026511616,18013
38,False,roni:lag12:uniform,roni,12,uniform,-0.0020374523298302026,0.0018426345555679806,-1.1057278415155796,18013
38,False,oni:lag0:exposure,oni,0,exposure,-0.036163809878652795,0.0348024821315669,-1.0391158234616584,17992
38,False,oni:lag0:uniform,oni,0,uniform,-0.0012394379142783743,0.0018838149770701053,-0.6579403653569367,17992
38,False,oni:lag3:exposure,oni,3,exposure,-0.017834158854694204,0.03487533208881738,-0.5113688612133,18013
38,False,oni:lag3:uniform,oni,3,uniform,-0.001373766545219492,0.0018877609784393643,-0.7277227153806315,18013
